label,sentence
1, the quality is superb . 
1, i 'd highly recommend this camera for anyone who is looking for excellent quality pictures and a combination of ease of use and the flexibility to get advanced with many options to adjust if you like . 
1, this player is an ideal purchase . 
0, my only complaint and the reason i gave it 4 stars instead of 5 is that the on-camera controls aren 't as intuitive as they should be .
1, i purchased this router at a woodworking show after watching the cmt people using it to demo their bits and was impressed how it performed .
0, on 2 dvds so far it refuses to play certain episodes with no problems on the others on the dvd . 
1, other than that this thing is great ... 
1, in my table the m12v has been a real champ .
1, the wood can be pushed thru fast or slow with little bog .
1, this may be a really cool phone  but it 's not worth it with t-mobile .
1, the screen is bright and ring tones are unlimited . 
0, overall  a very disappointing product . 
1, creative did an awesome job with the design .
1, all and all  i am extremely pleased with this camera . 
1, it was easy to assemble  and the diapers fit perfectly into the little nook before they make their way into the pail portion .
1, i did not want to have high expectations for this apex player because of the price but it is definitely working out much better than what i would expect from an expensive high-end player . 
0, the face-plate  which pops out for the battery  pops open by itself every 10 minutes or so . 
1, no need to pay for the special refills that the other brands require !
0, . lens cap is a really annoying 
1, this is a fantastic tool to use .
1, at any rate  if you have been interested in digital photography but the price and confusion have held you back  consider the canon s100 digital elph .
1, but overall this is a good camera with a ' really good ' picture clarity ; an exceptional close-up shooting capability . 
1, the software you get with this camera is perfect . 
1, it definitely keeps the smell out .
1, nokias have always had good sound quality and this is no exception . 
0, apple closed their island to anything that resembled microsoft  and clearly let napster know it could not use their products with napster 's services .
1, it is a very amazing product . 
1, the click wheel is incredibly convenient  however it can be a little overly touchy at times  which will make you frustrated with your own fingers .
1, learning how to use it will not take very long . 
1, this phone is fantastic .
0, new cds almost always began skipping after a few plays . 
0, for example  i tried playing my new " pirates of the carribean " extra features dvd  but this dvd player can not read it . 
1, player works and looks great - if you can get the dvd 's to play . 
1, this makes for a great phone .
1, the diaper champ couldn 't be easier to use .
1, other than that it meets or surpasses all of my needs and surely won 't disappoint any already established nokia phone fans .
1, there is no odor and extremely easy to use .
0, i would imagine this is a problem with any camera of a compact nature .
0, this was obviously a conspiracy as it is freakin ' easy to manufacture a device with replaceable batteries ! !
0, 2 . the scroll button is n't the best  as it sometimes can be hard to select . 
0, first of all  i bought this dvd as a christmas present for my girlfriend and i am somewhat disappointed . 
1, best phone i 've ever owned  period .
1, then sorting the files is easy as pie . 
0, yeah i agree the earbuds are pretty crap  replace them . 
0, i did have to cut off the ears that hold the template guide in place so i could get those big panel raising bits in it .
1, yes  i recommend it over the competition . 
0, when you dial a number  you 'll need to check the screen to see that the number entered is correct .
0, they said they would refund all the money  but a month later  they tell me now the back-up disc is not refundable as its cost is purely handling and shipping - $ 15 to " handle " and ship a cd ? --and they have been indignant and combative on the phone and in emails .
1, really easy to use .
1, - the replacable battery is great since once it eventually wears out ( as all lithium batteries do )  you will be able to buy another easily . 
1, this is a well-made and powerful tool .
1, the daylight pictures are brilliant and the indoor shots are very good provided that your subject is no more than about 8 feet away . 
1, * price and capacity 
0, i was some what sceptical when i seen the price deference between the other makers of comparible hp .
0, about 10 % of the time it can 't find the device when i attach it to my pc . 
1, all in all i am pleased with the router .
0, the last problem i found with this camera was the macro function .
1, it 's so small .
1, i found it very useful for transferring large files to another computer . 
1, the g3 looks like a work of art ! 
0, i 'd recommend this is you want to wireless network your laptop  but if you want to wirelessly network a couple desktops together you might want to wait until linksys improves their desktop software / hardware .
1, it is a perfect phone in such a small and appealing package . 
1, freebies you get : a cradle with detachable stand and belt clip  some thing very handy and useful .
1, noiseless  lightweight and oh yeah . 
0, for last one month my rebate status showing me that my rebate is apporved and check is delivered but still i am waiting for check .
1, its ability to record radio is useful as well  but would have been moreso if it could be preset .
1, manual functionality is excellent  downloading pictures is quick and a breeze  and the quality is astounding . 
0, nothing but hassle with this company . 
0, to install that version you have to uninstall from the window registery anything called symantec or nortron  ... also from the common files in the program folder the symantec folder has to be deleted .
0, looks nice but the conrols are awkward and the entire front is touch sensitive .
1, the sound from the player is ok . 
1, the color screen is a plus  as are the polyphonic ringtones . 
1, it has great battery life  fm radio  excellent signal  hands free speakerphone ( which i have to say is probably my favorite function ) and downloadable java apps . 
0, it does take some getting used to .
1, in short  the nokia 6600 is an evolution but not a revolution .
1, all in all  this is a great phone .
1, it comes equipped with lot of wallpapers and polyphonic sweet tunes . 
0, i 've have many nokia 's and while this is the best for features  it 's the worst as a phone .
1, have a great and easy to use bundled software
0, holy cow ! it really does scratch easily !
1, 3 . play java games on it .
1, service is great as far as i can tell  features work like a charm  ringtones are high quality if you buy them from t-mobile and aim is great . 
1, the battery life lastes 12 hours  and charges quickly . ( as mentioned above  the initial charge is a minimum of only two hours - not too long at all ! ) once you 've downloaded your music  you can access the tracks by artist  genre  album  composer ( this comes in handy when the actual composer is different from the artist - e.g. covers of songs )  etc .
1, its fast-forward and rewind work much more smoothly and consistently than those of other models i 've had . 
1, i use it in the table ( never take the springs out - just attach the fine adjustment knob )  in my woodrat and freehand and it works great in all circumstances .
1, battery life is very good  i use it every day and i have to charge it every 5 or 6 days or so . 
0, they will not respond to my emails ( promised turnaround time is 24 hours ) and the phone line is constantly busy . 
0, kind of bulky and the wheel is awkward  but i can deal with that . 
0, this is definitely one of those products  especially as the company is leaning more towards making a profit .
0, i can only hear the sound but no picture ! 
1, this is my fourth linksys product and  aside from the rough start  i 'm very satisfied with this router .
0, i was unable achieve a sound quality on par with my simple portable cd player with " bass boost . " 
1, it really is an awesome camera that is hard to beat for general-to moderate snapping . 
1, songs transfer lightning fast  and the two batteries that came in my box give me 24 hours of listen time .
1, the phone is small  light  and very attractive . 
1, however  the battery life is good enough you should n't be overly concerned with turning this phone off . 
1, the height is a more convenient reach than others  where you have to hunch over .
1, i 'd say that this camera is perfect .
0, made the camera totally inoperable . 
0, the unit itself did lock up a few times and i had to hit the reset button but that was a fairly painless process as well . 
1, the plunge lock and power switch are very easily accessible which is a must when doing free hand routing .
1, the phone has such advantages as the excellent keypad and display  long rundown time and a good software suite .
1, we don 't have to worry about running out of refills with this diaper pail !
1, i checked out the amazon reviews and i 'm pleased to say mine worked  works  fine right out of the box . 
0, the quick sync is n't any good becuase it either needs to be configured properly or just is n't very useful . 
1, - replaceable battery .
0, i will say that the os that the phone runs does have a few issues .
1, take quick pictures with excelent resolution
1, flawless .
0, no line out jack - as i said  there is none . 
0, however  the creative software is not real intuitive . 
1, 3 . it never smelled - at all .
0, well flash photos are never great  and there was still a lot of noise . 
0, this item broke just two weeks after i gave it to my kids for christmas . 
1, i thought the fm radio would not see much use with so many tracks avaiable to me  but its great for tuning in to tv programs at the gym while on the treadmill  concerts and programs being simulcast  npr  and on and on .
1, i have it for a week now  and this camera has exceeded my expectations . 
0, unfortunately  this digital moment-capturing device called the g3 sometimes captures the moment after the one you wanted . 
0, after two weeks the picture kept freezing . 
1, i don 't have problems with the depth adjustment  the speed control  the collet ( i haven 't tried the 1 / 4 " sleeve yet ) .
1, i also own a retail store and this little guy easily plugs into my aux slot in the store 's sound system .
1, its just as fast as the included creative software  but much less invasive  and overall better looking .
1, it was a good player when it worked and i loved the design .
0, cons : no am / fm radio tuner-- something a large number of competetors are doing
1, this phone is good with a huge array of features built into it . 
0, both of them keep disconnecting on me and interruptions are 3 or 4 times per day at best .
1, the storage capacity is great for me -- 
0, after using it for just a month  i could not play any dvd . 
1, it 's fast  feels great in your hand and looks great too .
0, first  let me say that i got the 20gb ipod for christmas  and i most likely would not have spent the $ 300 myself .
0, - radio quality : weak reception
1, the design  as mentioned above  is sleek  cool and trendy ( and i think trendy = good  but it 's always hard to tell these days ) .
1, you can also slow a song down & speed it up  which is cool too . 
0, diapers can get stuck when turned around if you don 't tightly wrap them first .
1, 3 band and you can just change the sim card in it to be able to use it in europe with another service provider .
1, the fact that this model would play jpeg slideshows was a big plus for me as a visual artist  and i discovered by accident ( it is not mentioned anywhere in the literature ) that it will play mpeg1 files on a regular cd-r data disk without vcd formatting . 
1, the blue light also makes this player one of the most fashionable in the market also .
0, but when we went to use it again  there was sound but no picture . 
1, i love this player and am extremely happy with my decision . 
0, there was occasionally a lip-sync issue ( the lips were n't moving in time to the dialogue ) . 
1, sound quality is wonderful  i really like the smart volume sound normalization . 
1, this player is absolutely phenomenal  i haven 't had any problems  and if you 're worried you will have problems  i suggest buying it at a retail store that has a good return policy but anyways ... i find the touch pad very easy to use  and i 'm surprised so many people have had problems .
1, lots of flaws  but exceptional sound quality  hd size  and price make it a good buy . 
1, the photo quality is amazing and i know i 'm going to have fun with all the features . 
0, weaknesses are minor : the feel and layout of the remote control are only so-so ; it does n't show the complete filenames of mp3s with really long names ; you must cycle through every zoom setting ( 2x  3x  4x  1/2x  etc. ) before getting back to normal size [ sorry if i 'm just ignorant of a way to get back to 1x quickly ] . 
1, i thought the software was decent enough - it was n't complicated to learn at all . 
0, the panel seems like it will come off very easily as other people have said . 
1, it 's good .
0, it 's oftentimes hard to get a good grip on the router  activate the chuck lock  and get enough muscle behind the wrench to get the collet loosened up .
1, the software is very easy to use  and within 30 minutes of opening my box  i was out and about listening to any one of my 80 cds . 
1, first of all the player 's sound quality is superior to the ipod . 
1, love the speaker phone .
0, it comes with a rechargable battery that does not seem to last all that long  especially if you use the flash a lot . 
0, very bad quality . 
0, i could hardly use it without a recharge in 2 days !
0, im at full capacity ! ! ! ! i called symantic and they said they don 't know why but i should get tech 's support at $ 35 / hr to help ! ! i did call them and was on hold for 55 minutes untill i hung up !
1, i love this camera .
1, of course  i was hesitant given the price  but i 've been extremely impressed since receiving it  and bought a second one as a christmas present for my parents . 
0, the only thing missing is an option to adjust the balance . 
1, so sit back  relax and brag to all your friends who paid a mountain of money for a dvd player that can 't do half the things this one can  and for a fraction of the price ! 
1, its silver magnesium finish is stunning  and the sharp lines and excellent grip are better than any other camera i 've seen . 
1, i uploaded the drivers and new software in 15 minutes - no crashes or problems . 
1, the good : 1 ) large lcd screen  colorful display  good resolution .
1, the router works fine for both wired and wireless .
1, i use the same store-brand tall kitchen trash bags i already use in the kitchen for it -- no special " diaper " trash bags necessary .
1, first and foremost  it will take better pic 's than most film camera 's . 
0, 6 ) the case occludes the display screen when it is closed . 
1, it is small . 
1, it 's easy to use  and yet very feature rich . 
1, especially the lcd is big and the camera quality is among the very best around .
0, i downloaded this set from norton  and within minutes my internet connection failed and my pc was almost dead due to registry problems from the download .
0, i then tried to set up the router through linksys 's browser interface  but as the only instructions available tell you to use the installation cd  i had little luck - i did manage to connect briefly  but the connection kept dropping  and with no idea of how to resolve that issue  i gave up .
1, seriously ! i love it ! 
0, norton internet security 2004 is one of the more buggy implementations .
0, within one month  my player completely died .
1, also  the nomad 's 14 hours of battery life versus 8 is handy . 
1, there are better cameras but none anywhere near as light and compact .
1, if you bring up an album  but absolutely hate some of the tracks  the zen will allow you to delete that from the playing order . 
0, the only beef i can raise in this regard is the pop-off face  that sometimes comes off a bit easily  but besides that it 's perfect . 
0, the other day when i was listening to a song  it locked up and will not do anything now . 
0, same story as everybody else when trying to get service from apex - nothing . 
0, this time  it started the uninstallation process  then i left for work . i think it will work . i hope it will work .
1, very simple to use . 
1, the camera has a wonderful set of features . 
1, i didnt have any installation problems ; and the touch pad is fine  even if it is sort of inaccurate .
0, it had issues right off the bat  with freezing up  staying in ' shutting down ' mode  and just not functioning very well in general .
1, i 'm really happy with this purchase . 
1, the depth adjustment and bit changing is much easier on the m12v than it was on my old router .
1, the nomad is not ugly  it is not that big  it comfortably fits in my pocket  or heavy  and the controls are not hard to get used to . 
1, owner 's manual has substandard troubleshooting guide . 
1, the camera is solid  performs well  takes good pictures  and the battery lasts pretty long if you disable the lcd viewfinder .
0, also  diapers and wipes get stuck in the grove below the piston .
0, the screen is easily scratched but if you have the warranty you should be able to swap it out . 
0, minor complaints : 1 ) even though the music is sorted via id3 tag on the player  the option to search for music contained in a folder is unavailable . 
1, functionality  menus are easy to navigate ... as many have mentioned  the touch pads take some time to get used to  but i 've gotten used to it .
1, this camera also has a great feel and weight to it . 
1, i ended up buying one for upstairs and one for downstairs because it works so well and because i change him so often downstairs .
0, i also did n't like the way it displayed information way down into the screen when you are in zoom mode . 
0, i have tried several times to contact apex digital through their on-line support site and their telephone line  but they wo n't answer my emails and their telephone line is always busy . 
1, i like the speakphone function a lot . 
1, i have had mine for about a year and use a third party firmware on mine and love it .
0, * the ipod is overly sensitive to just about everything and gets scratched easily .
0, a lot of people are having problems with the firmware update required to use the player for napster to go .. the firmware is beta and they are are a lot of bugs in it .
1, this has so many capabilities that you 'll always have room for new technologies as they evolve . 
0, the ipod mini is smaller and sexier  albeit limited in supported formats and the rio karma is a far better value .
1, actually using the nomad jukebox is easy and uncomplicated . 
1, i can keep one hand on my baby and dump the diaper at the same time  it is that simple .
1, no skips  and it hasn 't faltered once ( despite your inevitable drop or two .
0, the fm radio 's reception isn 't spectacular  but it will pick up the most powerful stations in any given metro area .
1, i expected the 12x digital zoom to be grainy  but onfull size high to fine quality  the zoomed images are quite impressive . 
0, there is also no voice recording  something most if not all mp3 players have that the ipod doesn 't .
1, otherwise  i am extremely please with the creative zen micro 5gb mp3 player .
1, it sure does ! 
1, utility its got a huge list of features including an fm recorder a calender and contacts list .
1, 2- excellent picture quality and so simple to use ! ! !
0, there isn 't much features on the ipod at all  except games .
0, that is  you cannot access the internet at all .
1, this is the third apex product i 've bought and they continue to impress for the price . 
0, always carried it in a case in by briefcase but one day the hard drive just zapped . 
1, i didnt get ipod because i dont especially like itunes ( no music i want  but thats just me ) and the creative product was cheaper ; and i needed to be able to use wma files .
1, 2 ) the champ uses regular store bags .
0, also  diapers tend to stay in the middle  causing the pail to get backed up .
1, it offers way more features than i need but the ones i use work well .
1, the file ripping / transfering software that comes with the player is easy to use .
0, the dvd door would scratch the top of the disc every time it closed . 
1, much cheaper than i-pod good looking player ( beautiful blue back-lit screen ) if you 've read about the player  some have complained about the lack of a viewing hole for the face when the case is on  but this is good because the face does n't get damaged / scratched fast transfer rate 
0, the zoom function on this camera is so loud that sometimes you will be unable to use it if you find yourself in a situation where you must be quiet .
1, not only is it functional and runs super smooth & fast  but it is also eye candy . 
1, uploading the images to my windows-based pc is very fast and simple . 
1, i don 't know if we 'll run into trouble down the road with odors  but so far i have no complaints and i 'm very happy not to have to buy those refills .
0, fm receiver - it has none . 
1, first let me say that it is much smaller than it looks on the web and it also looks better . 
1, i simply love this feature . 
0, after research of other creative hard drive players  i found that most of them aren 't very durable and tend to crash ( read most reviews on amazon.com and see for yourself ) .
1, t-mobile is trying very hard  and again -- they do have pretty good csr 's . 
1, the sound is great  the portability  etc ... all the " stuff " you expect from a good mp-3 player  this zen micro has it .
1, the camera is a dream to operate in automode  but also gives tremendous flexibility in aperture priority  shutter priority  and manual modes . 
1, the controls are easy to understand and big enough that they are easy to see and use .
1, also  very light and portable . 
1, the sound quality is excellent  except  maybe a * tad * too quiet at times when there are quieter talkers on the other end of the line . 
0, i send my camera to nikon for servicing  took them a whole 6 weeks to diagnose the problem . 
0, as a computer  or pda its weak since the screen  while large by phone standards  is still tiny to really do anything on .
1, also  the display is " hinged " and it can be placed in a myriad of positions  or to protect it against any damage . 
1, hold button-- suprisingly not all mp3s have this ; this allows you to have all the buttons unusable  so that you don 't accidently hit something in your pocket .
1, while it didn 't have all the features i would have liked  it was better than anything else i could find at the time .
1, if you want a sharp looking  fast digital camera and you don 't need or want manual controls  then this is the camera for you !
0, where close to 12 hours but at least it is replaceable ( and they included a second one free ) .
1, personally  i am very pleased with the diaper champ .
1, the pictures are uniformly excellent and color rendering is perfect .
0, also much less stinky .
1, * slick-looking design and improved interface 
1, the battery has a long life .
0, the interface took a little getting used to .
1, the canon is very small  definitely pocket size  but still easy to hold firmly .
0, the more subtle tones that were included with the phone are hard to hear at times . 
1, on the contrary  i 'm quite pleased with my upgrade .
0, i can 't rate it one star only because when it does work it 's pretty good . 
1, i discovered that the camera has a manual mode that gives you total control over exposure  white balance  flash ( red eye  person against bright background  flash on  flash off  flash automatic ) .
1, in fact  people who have been present while i changed my almost 3 month old son 's diaper have been amazed at how the very ' potent ' smell of the dirty diaper seems to disappear once i dispose of the diaper in the diaper champ .
0, i downloaded the new firmware which was supposed to take care of the problem  but it hasn 't worked .
1, the sound quality is superb  much better than that of an ipod  in my opinion .
1, this phone has many other features  ir  ; just to name one  the features above i view as the most beneficial . 
0, the player feels very delicate  as if i 'm holding an actual hard drive . 
1, + / - sound quality was good but it was going to take some tweakings with settings to try to make it great . 
1, you could take a picture of a stone glinting in the sun and still avoid the shining glaze and get the contours right . 
1, it 's easy . 
1, i 'm amazed at the photo quality -- prints are indistinguishable from 35mm prints . 
0, software - music match jukebox is n't the greatest  the search funtion is n't fast even when accessing it with the hotkey shortcut . 
1, i particularly like the " txt " file which records all the control information for all the pictures you take. 
1, another good thing is that this camera seems to introduce much less noise in dark places than others i 've seen . 
1, the battery holds a charge for a very long time ( maybe 15 or so hours of use ) so realistically there are no real range or endurance issues associated with ipod use .
1, - excellent sound quality 
1, 4- looks great .
1, creative has put a lot of effort into making this player appeal to those true geeks that search for coolness and functionality in electronic devices .
1, this is easy to work and easy to dispose of the dirty diapers .
1, you feel like you are holding something of substance  not some cheap plastic toy . 
1, it holds quite a few diapers  and pops them in quickly and easily .
0, hard drive screws up occasionally
1, i upgraded both my card and router and really had no problems with installation on my sony vaio laptop ( xp operating system ) .
1, at 8 ounces it is pretty light but not as light as the ipod . 
1, works great  no odor  and uses regular bags .
0, d ) software is another great misfortune -- hard to operate  crashes frequently  screwed my music library up  doesnt work with mp4s  the list goes on and on 
1, i must have gotten a good one .
1, the digital zoom takes as good of pictures  as the optical zoom does ! 
1, the display and brightness on this phone is quite extraordinary .
0, second  the menu system and controls are poorly designed . 
0, in addition  i do not think the battery lasts much more than eight to ten hours  and it can take four hours for a full charge .
1, transferring music is a breeze . i don 't subscribe to music services  but as mentioned on other reviews  micro allows you to subscribe to services other than itunes .
1, it has all the features one would need in a cellphone . 
1, the phone offers a 32 mb mmc card and i think that is certainly the most exciting feature .
1, as far as linksys goes  i have used several of their products and they seem to hold up well - no problems .
0, and  when you think about it  it 's insulting that norton requires its customers to jump through these hoops -- anyone who can provide proof of purchase  whether on the phone or online ( what if your computer is down ? )  should have equal priority .
1, i must admit its not the best looking phone ever but then it has this look of static and absolute conviction that looks like everything a phone should be
1, i like the nomad 's color better  but it 's not terribly flashy . 
1, this is a nice feature ( i.e. it 's early in the morning and you rather listen to " easy listening " rather than " heavy metal " - no problem . 
1, i upgraded from nis 2003  and the change in performance has not been noticeable .
1, transfering is easy  the software makes everythig pretty easy . 
1, we 've never experienced odor from the pail .
1, mixed bag i guess but the price was right . 
0, if you hold down the scroll wheel too long ( which is common if you have a lot of songs to sort through )  it will get " stuck " rapidly going through the songs and wo n't stop until several seconds after you let your finger off of it . 
0, if you have an older version of " internet security " installed  you may also need to remove it as well before proceeding with systemworks install .
0, the first one we installed did n't work  and our kids were devastated to say the least . 
0, almost from the beginning  liveupdate would not function .
0, the flash is very weak .
1, i wanted this product because i didn 't have to buy special bags for it and it also came highly recommended .
1, the same 4mp chip from the 4500 camera  plus a 3x zoom with the ability to expand upon that with extenders  great closeup mode  long lasting rechargable battery  etc etc. 
0, at first glance  i thought this phone was a little too big for me  maybe a little too complicated .
1, great product  easy to use  economical  effective  absolutly fabulous .
0, only one disk played through to completion successfully . 
1, well the champ has survived it 's first year with our son and it is great ! !
1, other than that  i think it is the best router for the money .
1, i brought it for my sister in college and she loves it ! 
0, they obviously have quality and reliability problems .
1, i have a hard time using other phones with smaller screens ! ! !
0, -- > you 'll be changing track information a lot because the cd database information utilized by the software is mediocre at best . 
1, the picturers are amazing . 
1, reliability & build i dropped the player once from about 4 ft  and it fell hard  but kept on playing .
1, the tiny ( postage-stamp sized ) remote unit is wonderful : not only does it trigger the shutter  it can also be used to zoom and review pictures . 
1, it takes excellent pics and is very easy to use  if you read the manual . 
1, as said before this works perfectly . 
1, all at the same time  and all without a hitch .
1, after considering my needs further and researching the marketplace  i decided on the s100 .
1, i 've owned this router for over 8 years and am somewhat satisfied with it .
1, another good feature is that you can charge the battery by just connecting the player to your computer using the usb cable .
0, * i 'm giving it 4 stars because the setup process was so miserable .
1, this is a great product  and canon has done an excellent job .
0, while the software may not be as easy as i-tunes  it is not difficult to use by any stretch .
1, this is a wonderful camera . 
1, the appearance is okayed ( at least not ugly ) . 
1, once installed  however  some of the functions do work ok ( disk doctor  one button checkup  and windoctor ) .
1, the sound quality is also nice ... after i hooked up my sony headphones instead of those factory earbuds it comes with . 
1, on the t-mobile service i was able to take pics as we drove across i-70 and email them to family & friends once we reached a t-mobile tzone ( usually a major city ) .
1, battery life is exceptional  lasting longer than the 8-10 hours that seem reasonable with most music players on the market .
0, limitations : - not a lot of original accessories like the ipod .
1, a call to customer support ( got to a live person within a couple of minutes ) helped me tweak a couple of the settings to streamline performance .
0, the toggle button that is used to scroll is poorly designed and does not work well . 
1, it 's still alive  still kicking  and still playing .
1, it 's a compact  attractive machine and was easy to set up . 
1, i did not conduct a rigorous test  but just took some identical shots in identical lighting with both cameras  and the canon won hands down .
1, its sleek design  large memory capacity  compatibility with itunes  and ease of use makes this one of the best portable digital listening devices on the market .
0, if you call apple and tell them your ipod has been damaged  they charge you roughly $ 105.50 per minute and blame you for " abusing " your ipod .
1, it 's so small and light  even with a spare battery  you really can take it anywhere .
1, great camera  i have been using this for several months and got excellent results  simple friendly usage  in many scenes indoor  outdoor  snow  close up macro etc. 
1, diaper champ is great .
0, i would have liked to have given it 4 1/2 stars docking that 1/2 star only for the size . 
1, even though you could get a cheap router these days  i 'm happy i spent a little extra for the linksys .
0, enough people have reported that their headphone jack does n't work after a month of using the device to believe that creative has some inbuilt manufacturing or quality control problem . 
1, and with usb 2.0  transferring music to your player is incredibly easy . 
0, there are a couple of quirks that were a bit annoying like having to actually press the power button before the tray will open ( my prev. machine did it automatically )  and the fact that the external display is too small and too faded to read from any significant distance . 
0, however  configuration of my system and actual setup of the router for wireless use took me more than 3 hours  and briefly made me reconsider my choice to forego the airport and its notoriously easy setup .
0, the only problem is the battery life .
0, however  it needs to be quite quiet for it to work at all -- dosn 't work at all in the car  for example .
1, it also holds a lot more diapers .
0, booting up my computer took forever ! ! !
1, the zen has minimal stoppage between tracks ; when listening to music that continues from one track to the next the gap is just a hesitation - a slightly audible click ; if i am not listening for the progress from one track to the next i do n't even notice the click . 
0, the video recorders a bit odd  sometimes i get 9 secs on my recordings  sometimes i get 17 .
1, i love the diaper champ  it is really easy to use and since you can use regular garbage bags it doesn 't cost an arm and a leg for refills .
1, other than that  the simbian series 60 os is great and offers lots of proprietary software that will work on your phone if you 're willing to hunt for it .
1, the camera and video functionality is decent  i can 't see myself wasting my time with it  but some people will .
1, this is a great diaper pail .
1, the nikon coolpix 4300 is wonderful -- easy to use  high quality  and compact in size . 
1, nokia does not disappoint in this model . 
1, its not a perfect system but its a very good one .
0, it is some protection for the unit  but for useability  forget it . 
1, the first night i got this phone i put it next to me when i went to bed just to listen to my favorite music station and the handset itself doesnt weight anything its too light and feel so comfy with it . 
1, i have been absolutely  completely satisfied with the product and its capabilities .
0, mine generally requires a charege every 48 hours or so and i don 't really talk on it that much .
0, with the plungelift all my bit changing has been done above the table  although i still have to reach below the table to operate the spindle lock ( and  of course  the speed and on / off controls ) .
1, i upgraded from a very small 3.2 mpxl camera to this camera with great results .
0, i have tried many times to get a hold of apex who does n't seem to answer their emails and telephone number is constantly busy as ( i believe ) the one lonely customer service rep is probably extremely overworked . 
1, for looks  well ipod is head and shoulders better  both the iriver and creative zen look positively ugly when next to a gleaming ipod .
0, this phone is not suitable for fast people  maybe only for old people .
1, the inital setup of the router was simple .
1, the zen lives up to the audio quality i love and expect .
1, i highly recommend this camera to anybody looking for a compact camera that can take good quality pictures .
1, the earbud headphones are really nice .
1, the zen serves as a back-up device as well as a player . 
0, the g3 had problems focusing in low light and would not take the picture when the shutter was pressed but after the shutter had been released a few seconds . 
0, i find that if you remove the springs it is much easier to adjust and will not stick much .
0, what is added in functionality ( battery replacement ) detracts in build quality as the face plate is prone to popping off . 
1, 12 ) big storage - my entire cd collection in one small device ( 5717 songs  491 albums and counting ) ! 
0, stay away from this product !
1, we just use the glad tall kitchen trash can bags with odor shield from target and they work wonderfully .
1, this camera has canon 's great colorimetry  plus what you see in the lcd is what you get . 
0, the dynamic playlists ( " now playing "  i belive creative calls it ) feels very awkward at times and some menus simply take to long to get to and operate .. . 
1, 3 ) 4x zoom is nice 
1, it is light enough to carry around all day without bother . 
1, i still give the ipod five stars  though  as it could have been something i did incorrectly during the install ( though i did follow the onscreen prompts ) so i 'll give apple the benefit of the doubt .
1, it will read and play all cd audio disc . 
1, 1 ) the champ is easy to use .
0, 2 ) not very ergonomical - you 'll find even for a point-and-shoot lens ) 
1, i would however highly recommend the m12v router !
0, i mean  they 're short !
1, 1 ) great sound ( > 98db signal-to-noise ratio beats ipod 's " unspecified " ratio ) and good power output allow the zen xtra to drive large head-phones as well as external speakers . 
0, since zen does not have an external antena it has some problems catching weak signals but it works .
0, 1 ) player is not plug and play - need to install nomad explorer first and mediasource to transfer files and i had to be patient as i was used to winxp detecting the player and dragging and dropping the music files into it . 
1, less than a cheap cordless drill or a laminate trimmer .
1, the setup software did everything .
0, and i can 't warn you enough to stay away from norton ! !
1, i 'm very pleased with my zx so here 's a quick review . 
0, -- > too difficult to change genre / album / track information for large number of tracks . 
1, 4 . play n-gage games on it .
1, i love how small the thing is  and the blue glow - i 've had it for two weeks with no electronic problems at all .
1, 1 ) slr like programming and exposure control gives you latitude to be creative  yet its progam and auto exposure settings provide excellent photos if you do n't want to bother with the settings . 
1, i just purchased this player and i have to say that i love it . 
1, my dad also has an apex tv and it was another great value for the money . 
1, i 'd be happy to talk to anyone about this camera .
0, the ms scandisk would appear due to manual shutdown and would only scan to the 2nd bar  over and over ( up to 1 hr  i then shut it down and used goback ) .
1, 5 . check traffic411.com for la traffic on the 405 .
0, it was immediately noticeable that nis slows down my computer ( pent4  256 ram ) .
1, this camera has none of these flaws and will be something you 'll use all the time . 
0, we found that when you put a dirty diaper into the top loader  there was a tendency to get streaks which would then get on the plunger which would then have to get cleaned each time it was used .
0, one downside though is that autofocus does not work well when battery is low . 
1, however  for a $ 600 - $ 800 budget  i think this camera is an excellent choice . 
1, it is a nice router in all ways but one .
0, well just one con - its not really plug and play at first i mean its very confusing to start the program but one you do it  it will be a breeze . 
1, even though i never ventured into the cloth land  i was very impressed by how well this works at keeping diapers and their accompanying odor in the pail and out of our life !
1, - equipment included is average  but that is n't a big deal since thats not what you are buying it for . 
0, even with newborn diapers it filled way too fast .
0, i have windows xp pro and when installing the enclosed software i did receive a message that there was a problem installing the driver . 
1, the sound quality is very good . 
0, it would not hang up on calls .
0, one of the dvd 's i received as a christmas present kept freezing . 
0, being a past norton customer  i consider this to be a slap to my face .
1, with bluetooth off the phone last almost twice as long .
1, can recommend the hitachi in this ergonomic arena -- at the price quoted on amazon it is a bargain .
1, 7 ) chic look and good build - the player comes in a compact form with a metal face plate . 
0, the keys are close together  and the layout is a bit funky in relation to standard rectangular layout keypads  but it 's not too weird . 
1, not only is it more affordable  but its a better player for windows  which is what i have . 
0, the thing has survived plenty of falls with little or no damage  except the inevitable scratches .
0, the only complaint i have is that when you push in the scroll wheel to select  you have to push straight in or it sticks . 
1, just received this camera two days ago and already love the features it has . 
0, this program would not let me send outlook email or listen to audible sample books online .
1, it looks nice and sleek and the blue background light looks awesome against the black .
1, in true nokia style  the phone is simple to use and despite its delicate appearance  this little guy is as durable as other nokias i have owned . 
